Age,Reliability,Children,Income,Evidence of active listening,Yearly_equip_failure,Contract,Techie,Churn
48,3,0,70806.33,3,0,0,0,0
79,4,4,73566.21,3,1,2,1,1
33,3,1,50601.07,3,0,1,0,1
37,3,2,111380.52,5,0,2,1,0
35,2,1,30774.73,3,0,0,0,0
59,3,0,12428.24,5,0,1,0,0
44,3,1,43677.48,4,1,1,0,0
74,3,3,50806.21,5,0,1,1,0
31,4,4,32796.83,2,2,1,1,1
60,2,1,43636.68,3,0,1,0,1
18,4,3,44349.71,4,0,2,0,0
84,3,2,37376.03,3,0,0,0,1
68,2,4,60317.8,4,1,1,0,1
86,4,2,72436.33,4,0,1,1,1
73,3,0,54937.5,3,1,1,0,0
46,4,3,4739.77,2,0,1,0,0
19,4,1,48037.69,3,0,2,0,0
27,3,0,37415.85,2,0,0,1,0
76,3,1,114609.0,2,1,1,0,0
56,3,1,90059.86,3,0,1,0,1
42,3,2,25670.71,4,1,1,0,0
76,3,0,19288.27,4,0,1,0,0
42,3,7,39087.76,2,0,0,0,0
32,6,0,169580.73,2,0,1,1,1
27,4,1,16593.59,3,1,2,0,0
74,4,3,18326.88,5,0,0,1,1
64,3,2,168097.1,1,0,1,0,0
30,3,2,5850.56,5,0,1,0,1
23,2,4,16064.99,3,2,1,0,0
44,1,3,66365.07,4,0,0,0,0
77,5,0,53562.86,4,0,2,0,0
78,3,4,28937.89,4,1,2,0,0
20,4,1,62952.13,5,1,1,0,0
53,4,2,45777.4,5,1,1,0,1
20,3,1,6396.98,4,0,1,0,1
82,3,6,26785.51,3,3,1,0,1
43,3,0,23311.73,3,0,0,0,1
38,4,1,65056.0,3,1,1,0,1
81,3,10,62921.94,6,0,1,0,0
34,3,0,120435.58,4,0,0,0,0
36,5,7,12145.97,6,0,1,0,1
38,3,2,46111.61,4,0,1,0,1
33,3,1,81170.43,5,1,2,0,0
66,2,1,18893.5,6,0,2,0,0
78,5,2,11583.37,4,0,2,1,0
80,3,3,16852.05,3,0,1,0,1
38,3,4,68180.35,4,1,1,0,1
80,4,7,26569.28,4,0,0,0,1
48,3,0,24034.97,4,3,1,1,1
20,3,0,19474.37,6,0,1,0,0
18,4,0,23775.33,4,1,0,0,0
49,3,1,52875.82,3,0,2,0,1
80,4,4,46786.18,4,1,1,0,0
24,2,0,68647.24,3,1,0,1,0
87,3,2,84826.6,4,0,1,0,1
73,2,0,42305.68,2,0,1,0,1
76,5,2,18301.98,5,1,1,0,1
80,4,1,46647.99,4,1,1,0,0
89,2,0,28330.55,2,0,0,1,0
43,4,6,11661.07,4,2,0,0,1
50,3,0,82226.63,3,1,0,0,0
64,3,0,8864.63,4,1,1,0,0
49,3,0,96022.76,4,0,1,0,1
32,4,3,52856.4,3,0,1,0,1
31,2,0,37772.16,4,1,2,0,0
44,4,4,53135.08,2,1,0,0,0
52,4,3,38311.94,3,1,1,0,0
66,3,2,25100.17,4,1,1,0,1
54,3,1,9080.2,4,0,1,0,0
36,4,0,16778.35,3,0,1,0,1
61,4,0,24518.97,4,1,1,0,1
27,3,1,57938.27,5,0,0,0,0
89,4,4,24865.85,5,0,2,0,0
47,5,1,16091.65,4,0,1,0,0
81,4,2,48226.58,4,0,1,0,1
79,3,3,5694.61,2,0,1,1,1
35,2,3,15603.09,4,0,0,0,0
88,5,0,46988.4,4,0,1,1,1
55,3,2,88666.42,3,1,1,0,0
34,3,2,65540.61,2,0,1,0,0
35,2,2,112914.39,3,0,0,0,0
43,4,1,18534.37,4,0,1,0,0
70,2,2,27588.53,3,1,0,0,0
50,4,1,3563.55,3,0,1,0,1
43,2,1,106964.84,2,0,1,0,0
69,3,9,61475.04,4,1,0,0,0
25,2,0,59930.95,3,0,1,0,1
88,3,0,38656.75,3,0,1,0,0
69,1,1,23806.03,3,1,1,0,0
43,2,2,91141.18,3,0,1,0,1
79,5,3,23507.1,6,0,2,0,0
86,4,2,37837.28,4,1,0,0,0
84,4,3,9994.08,2,2,1,0,1
78,5,0,31779.0,4,1,0,0,1
84,3,1,18938.33,3,0,2,0,0
76,5,1,29459.16,3,1,0,1,1
74,5,4,17520.23,4,1,1,0,1
76,4,5,15615.89,4,1,0,1,0
55,4,0,44493.49,2,1,0,0,0
57,4,0,5997.99,4,1,2,1,0
63,4,1,48557.08,4,0,0,0,0
89,4,4,13756.31,4,0,1,0,0
46,3,1,12366.21,5,0,1,0,0
22,4,1,11232.67,3,0,2,1,0
81,2,6,14999.93,3,0,1,0,1
58,5,3,30300.58,4,0,0,0,0
48,3,3,12339.69,4,1,2,0,0
78,1,3,9297.37,4,0,0,0,0
72,4,2,27581.84,3,1,1,0,1
76,4,4,45553.16,4,0,0,0,1
41,5,0,78642.15,4,0,0,0,0
29,2,1,11408.67,5,0,1,0,0
88,5,1,11391.26,2,1,0,0,0
89,4,3,15872.36,4,0,1,0,0
30,4,3,30446.44,4,0,2,0,0
19,2,2,75130.89,4,1,0,0,1
87,2,2,18455.86,2,0,0,0,0
76,6,1,10589.74,4,0,1,0,1
69,2,3,7868.29,3,0,2,0,0
21,3,0,33329.83,2,2,2,0,1
26,2,0,27798.01,4,0,0,0,1
72,3,2,112245.07,3,1,1,0,1
66,5,3,45427.24,5,1,1,0,0
45,4,0,59333.32,4,0,2,0,0
50,4,4,49740.98,5,0,1,0,1
65,2,0,15543.8,3,0,0,0,0
70,4,0,31138.29,4,0,2,0,0
47,4,0,6972.84,1,0,1,0,1
39,4,4,54471.65,5,1,1,0,1
84,3,2,1425.61,4,1,1,0,0
83,3,0,29470.61,4,0,1,0,0
31,3,1,5149.97,2,0,1,0,1
62,4,0,57559.65,3,0,0,0,1
85,4,3,14824.71,1,0,1,0,1
40,4,2,74381.07,3,0,1,0,1
67,4,4,62905.7,3,0,1,0,1
33,3,1,4297.28,5,0,1,0,1
77,4,2,36678.72,3,0,0,0,0
20,4,2,20433.9,5,1,1,0,1
75,4,4,17089.24,5,0,2,0,1
24,5,10,27466.82,5,0,1,0,1
73,3,0,29249.18,4,0,2,0,0
63,4,2,50264.01,4,1,1,0,1
67,4,3,10231.67,2,1,0,0,0
44,3,0,51937.51,4,0,1,0,0
52,3,3,6914.4,3,1,1,0,0
61,2,1,35808.85,4,0,1,1,1
41,3,0,43329.35,2,2,0,0,1
49,2,1,25435.29,3,0,1,1,1
45,5,1,33809.72,4,1,1,0,0
39,4,1,98173.49,6,0,1,0,1
52,4,0,6990.37,5,2,1,0,1
42,3,2,29345.58,2,0,1,1,0
29,1,0,21616.35,2,0,0,0,0
52,3,1,29736.31,4,1,1,0,1
80,4,2,10670.46,4,0,1,0,0
83,2,0,15842.09,2,0,0,0,0
73,2,2,41717.46,3,0,2,0,1
34,2,0,29907.64,4,0,1,0,1
82,4,4,12482.52,4,1,1,0,1
23,2,9,12072.44,4,0,1,0,1
64,5,3,47300.07,2,2,2,0,0
47,5,2,42440.36,3,0,1,0,1
37,3,3,35223.63,2,2,1,1,1
84,2,0,87580.83,2,1,2,0,1
45,3,2,24608.16,3,0,0,0,0
20,2,1,32011.39,4,0,0,0,0
56,4,1,78944.18,3,0,1,0,1
80,3,4,21878.12,4,0,0,0,0
76,2,1,29005.1,4,0,1,0,1
79,5,1,14715.35,3,1,1,0,1
18,5,1,3401.06,3,2,0,0,0
19,4,1,45181.91,5,0,1,0,1
47,3,0,51909.42,2,0,1,0,1
56,4,0,20070.17,3,1,1,0,0
19,4,10,23299.98,2,1,1,0,0
24,3,2,34292.78,3,0,1,0,0
57,3,3,37119.33,4,0,2,0,0
65,5,0,28056.39,4,0,1,0,1
43,4,1,6169.09,3,0,1,0,0
70,3,4,14219.58,2,1,1,0,1
60,3,2,48525.16,5,0,1,1,1
62,4,0,42076.21,4,1,2,0,0
22,3,1,69595.62,3,2,0,0,0
65,2,4,12476.49,1,1,1,0,0
86,4,5,71049.68,2,0,1,0,1
44,5,0,80844.48,3,0,1,0,1
27,3,2,22864.34,4,1,1,0,0
22,5,0,58126.33,1,0,1,0,1
83,3,1,47218.76,3,1,1,0,1
23,4,9,4064.62,4,0,1,0,1
81,3,1,24829.93,3,0,1,0,1
79,5,1,69238.83,5,0,1,0,0
18,4,1,11969.69,4,0,2,0,1
43,4,0,9124.29,3,1,0,1,1
18,4,0,27405.08,3,3,0,0,0
83,3,2,17280.24,5,0,1,0,1
55,5,4,37330.86,6,0,2,0,0
61,4,3,32389.5,2,2,1,0,0
54,4,0,26728.25,4,1,0,0,0
51,5,4,67100.14,5,0,1,1,1
81,3,4,26763.52,5,0,1,0,1
23,4,1,24147.42,5,1,2,0,0
61,4,1,18653.61,4,0,0,0,1
48,3,5,37922.51,3,0,1,0,1
58,3,2,23330.47,5,0,1,1,1
63,4,1,38378.12,5,0,2,0,0
78,3,0,2978.04,3,0,2,0,0
34,4,0,9441.99,4,1,2,0,1
66,3,6,34901.12,2,0,1,0,0
32,1,0,13359.18,2,1,1,0,1
55,3,0,20761.43,3,0,0,0,1
32,3,3,21486.46,2,0,2,0,1
69,3,3,36233.87,3,1,1,0,1
51,3,10,22120.88,4,0,2,0,1
39,4,5,40725.32,3,0,1,0,1
30,3,2,44831.61,4,0,1,0,0
38,2,2,36574.2,2,0,1,0,1
87,4,1,40921.71,3,2,1,0,0
73,2,3,32746.0,2,0,1,0,1
45,3,0,73919.79,4,1,2,0,0
21,2,3,64292.47,2,0,1,1,1
29,3,2,73331.45,4,0,2,0,0
31,4,0,50561.44,4,1,1,0,0
37,3,0,39478.06,1,1,0,1,0
57,3,2,40460.35,3,0,1,0,1
26,4,0,33602.96,3,0,1,0,0
36,3,4,58590.12,4,1,1,1,1
83,4,1,71916.6,3,1,2,0,0
60,4,4,38692.31,3,0,1,0,1
74,3,1,8882.51,3,0,1,0,0
35,5,1,36384.62,6,0,0,0,0
59,3,4,22107.4,3,0,0,0,0
55,4,0,125002.34,3,0,0,0,0
66,3,2,25472.79,4,0,1,0,0
49,3,1,45020.08,4,0,1,0,0
22,4,0,33543.36,4,1,2,1,0
32,5,1,18555.15,4,0,0,0,0
72,3,5,40108.38,3,0,1,0,1
34,6,1,18762.01,6,1,1,0,1
77,3,3,70372.16,4,0,2,0,0
27,5,1,6424.15,2,1,0,0,0
48,4,0,67012.93,2,1,1,0,0
67,4,2,34090.24,1,1,1,0,1
59,4,0,46728.49,4,1,1,0,1
42,4,0,20841.67,3,1,1,1,0
75,5,2,7862.38,4,1,1,0,0
48,4,0,12000.1,4,1,1,1,1
87,3,2,29812.92,3,0,0,0,0
43,2,4,49710.21,4,0,1,0,1
20,2,4,70419.88,1,0,0,1,0
48,3,0,70133.7,5,0,1,0,1
21,3,1,78537.66,3,0,1,0,1
34,5,7,42917.45,1,0,1,0,0
30,5,8,6300.17,4,0,0,0,0
50,4,4,18414.04,3,2,1,0,1
35,4,0,32399.51,4,0,1,1,0
76,4,0,8716.12,7,1,1,0,1
38,1,1,97592.52,2,0,1,1,1
75,3,0,28704.22,4,0,2,0,0
37,3,3,43995.62,2,0,2,1,0
67,3,3,26659.08,2,0,2,0,1
84,6,0,12571.62,3,1,0,0,0
81,6,0,14623.21,5,1,1,0,1
26,4,3,53713.12,2,0,0,1,1
20,5,1,7598.57,2,0,1,0,1
20,4,3,23773.72,3,0,0,0,1
18,3,0,29810.9,2,0,2,0,0
37,2,0,47683.58,4,2,1,0,0
41,2,8,77396.38,1,0,2,0,0
36,5,4,39770.82,4,0,1,0,1
64,4,0,83953.98,4,0,0,0,0
56,3,5,76785.63,3,1,1,1,1
34,4,1,37860.53,4,0,1,0,0
52,3,9,38119.34,3,0,2,0,0
44,2,2,18073.86,3,0,1,0,0
62,4,2,45860.11,2,0,1,0,0
32,2,1,24499.96,3,0,1,0,1
34,2,1,4493.49,6,1,0,0,1
26,3,1,17649.89,4,1,1,1,1
46,4,4,9035.25,3,2,1,0,1
57,4,3,60251.75,4,0,1,0,1
54,3,2,17773.11,4,0,2,0,1
60,4,1,47573.47,4,0,1,1,1
43,2,0,47529.47,3,0,1,0,1
20,5,10,59153.65,2,1,0,0,0
89,4,0,71934.85,4,0,1,0,1
77,2,1,32149.05,3,1,0,0,0
25,3,1,113086.55,4,1,2,0,0
89,3,3,17714.64,4,0,1,0,1
39,4,4,21128.1,4,0,1,0,1
58,4,2,17104.94,5,1,1,0,1
57,3,10,132139.98,3,0,1,0,1
88,2,0,6953.72,3,0,1,0,1
27,6,4,68776.91,4,0,1,0,0
52,5,0,131500.47,2,1,2,0,1
85,2,0,55859.65,3,0,1,0,0
21,4,1,36226.45,3,0,0,1,0
23,3,1,44520.0,4,0,2,0,1
72,5,2,43738.55,3,0,1,0,0
37,3,0,10772.59,4,1,1,0,0
31,3,2,55821.74,2,1,2,0,1
29,5,3,88584.08,3,0,1,0,0
80,5,1,6274.49,3,2,1,1,1
23,3,1,7371.1,6,1,1,0,1
70,4,1,20377.63,3,1,0,0,1
41,3,4,20412.53,3,0,0,1,0
44,4,1,47154.41,4,0,0,0,0
33,6,0,49397.46,4,0,0,1,0
19,3,4,38914.23,2,0,2,1,0
34,5,8,186035.04,5,0,1,0,1
72,4,0,37340.2,6,0,1,1,1
43,3,1,22303.29,3,0,1,0,1
23,3,0,7211.12,3,0,0,1,0
20,4,1,58333.09,3,0,1,0,1
56,4,0,46257.12,4,0,1,0,1
69,6,3,94363.97,3,2,0,1,0
60,1,0,15902.97,2,0,1,0,1
88,2,3,11586.87,3,0,0,0,0
23,4,2,29621.97,4,0,0,0,1
82,3,10,29853.08,4,0,1,0,0
82,3,2,30594.26,2,0,0,1,1
69,4,2,19287.42,4,0,2,0,0
31,3,4,48925.7,2,1,1,0,1
24,3,2,13622.77,5,0,0,0,1
41,4,9,4032.12,4,1,1,1,1
63,2,2,23162.08,3,0,1,0,1
38,4,0,25593.92,3,1,1,0,0
58,3,1,45252.03,4,0,1,0,1
37,5,2,18394.86,3,1,2,0,0
56,3,1,64017.78,4,0,2,0,1
34,4,3,10365.43,3,0,1,0,0
74,4,3,109366.11,4,0,1,0,1
38,5,0,47719.56,5,0,1,0,1
19,6,3,41311.01,4,0,1,0,1
81,5,4,29527.2,2,0,0,0,0
65,3,7,59990.91,3,0,2,0,0
48,4,0,48587.84,6,0,2,0,1
67,3,2,154718.85,4,0,1,0,1
44,4,3,6315.99,5,0,1,1,1
33,4,0,66392.52,4,1,2,0,0
70,3,1,16469.29,2,1,1,0,1
86,3,1,37938.69,3,0,1,0,1
79,3,1,15202.61,4,2,1,0,0
78,5,2,22880.13,3,2,0,1,1
70,3,3,71860.3,3,0,1,1,0
63,5,0,33323.68,5,0,2,0,0
50,2,1,10181.73,3,0,1,0,0
80,4,1,35681.35,2,0,1,1,1
53,2,1,43506.03,4,1,2,0,0
46,3,3,60953.64,3,0,1,0,0
40,4,4,27475.94,4,0,1,0,1
64,3,0,59702.94,4,2,1,0,1
40,5,3,18203.4,4,0,1,0,0
72,3,2,117194.61,4,1,0,1,1
65,4,6,38166.25,2,0,1,0,0
49,3,0,3836.01,4,0,2,0,1
20,5,3,35426.36,2,0,1,1,0
84,4,0,126236.18,3,2,1,0,0
70,6,1,28797.05,4,0,1,1,1
86,3,1,43552.14,4,0,0,0,0
75,3,1,14508.23,2,0,2,0,0
41,5,7,25312.29,4,0,1,1,0
59,4,0,40787.88,3,0,1,0,0
89,2,0,77269.05,3,1,1,1,1
36,5,1,35357.64,3,1,1,0,1
71,3,1,9033.82,2,0,2,0,0
20,3,1,50934.88,4,0,2,0,0
62,4,5,20916.69,3,0,0,1,1
27,2,2,47114.13,4,0,0,0,0
38,4,0,14562.52,2,1,2,0,0
55,4,3,74091.67,3,1,2,0,0
51,3,0,55625.04,3,2,1,0,1
52,3,1,6904.02,4,0,1,0,0
89,6,1,34434.44,4,0,1,0,0
84,3,0,14547.9,4,1,2,0,0
36,4,3,67235.07,4,0,2,0,0
32,3,5,48597.51,4,0,1,0,1
57,3,3,33823.17,6,1,1,0,1
41,4,1,58384.68,4,0,1,0,1
57,6,0,16921.75,3,0,1,0,0
84,2,1,20614.28,3,0,1,0,1
78,2,5,22247.54,4,0,1,0,1
40,3,4,36486.42,4,0,1,0,1
38,3,6,4109.71,5,0,0,1,0
19,3,0,86396.3,5,0,1,0,1
28,4,5,1443.16,4,1,1,0,0
74,3,0,17782.67,3,0,2,0,0
19,5,1,89527.4,4,0,1,0,0
64,4,2,5387.61,6,0,2,0,0
73,3,3,10842.41,3,0,2,0,1
22,3,0,30185.46,3,1,0,0,1
30,4,0,71322.77,3,0,1,1,0
85,4,0,25434.15,4,0,1,0,1
82,2,1,63225.56,4,1,1,0,1
18,2,0,28589.45,4,0,0,0,0
83,4,4,36472.91,3,0,0,0,0
69,3,5,91252.07,5,1,2,1,1
30,3,1,24600.9,4,1,1,0,0
74,4,2,60420.05,4,2,0,0,1
27,6,0,44447.24,4,1,1,1,1
74,3,1,76994.63,3,2,0,1,0
66,3,0,33663.55,5,1,1,0,0
43,1,0,78661.45,4,1,1,0,1
32,3,1,31578.17,4,2,2,0,0
63,3,4,37747.34,4,0,2,0,0
62,5,3,56372.08,5,0,2,0,1
27,3,3,20372.35,5,0,1,0,0
36,4,3,15878.23,3,0,2,0,0
42,4,1,70711.36,5,0,1,0,1
44,3,4,7966.08,3,0,0,0,0
64,2,1,81748.07,4,0,1,1,1
73,2,3,19146.42,4,1,2,0,1
80,5,5,61256.3,5,0,1,0,1
43,4,0,74719.96,4,0,1,1,0
69,4,0,36934.53,3,0,1,0,0
74,4,6,51529.04,4,2,2,1,0
58,2,8,59195.65,3,0,1,0,1
21,2,1,28727.43,4,0,1,1,1
28,4,4,17101.08,3,0,2,0,0
26,5,9,13057.66,2,0,0,0,0
31,3,4,80892.92,3,0,1,0,0
52,2,2,13376.86,3,0,0,1,1
75,4,0,20840.13,3,1,1,0,0
47,6,1,27222.52,4,0,1,1,1
61,2,0,79189.23,5,1,0,0,1
38,3,8,11354.23,2,0,2,0,0
40,3,0,64088.93,4,0,1,0,1
51,3,1,25808.98,3,0,2,0,0
71,3,1,40548.91,3,0,1,1,1
76,5,0,96857.54,3,0,1,0,0
25,3,4,27775.18,4,0,0,0,0
83,5,0,9843.69,3,1,1,0,1
44,3,1,39504.22,4,0,0,1,0
50,3,7,162360.14,3,0,0,0,0
63,6,3,43677.84,4,1,0,1,0
88,5,4,14910.5,4,0,1,0,1
43,3,2,37952.49,2,0,1,1,1
61,2,1,31964.0,1,0,1,0,1
72,6,7,70461.04,4,0,0,0,0
33,4,1,28269.35,3,0,0,1,0
32,4,0,68188.8,3,0,2,0,0
43,4,5,25313.42,4,0,0,0,0
28,3,3,30567.39,1,0,1,0,0
65,4,3,57778.05,3,0,2,0,1
27,5,2,38465.4,4,0,1,0,1
21,3,0,20056.65,5,3,1,1,1
81,3,4,26031.22,3,1,1,0,1
39,4,2,11835.48,4,0,1,0,0
34,3,3,14595.56,3,1,1,0,1
29,3,0,46393.66,4,0,1,0,1
32,3,2,19439.54,3,1,1,0,1
41,2,0,16117.26,3,0,1,0,1
40,3,3,132334.77,3,0,0,0,0
21,2,0,70839.0,3,4,0,0,0
31,4,4,52852.51,2,0,1,0,1
31,3,0,11828.76,3,1,1,0,1
47,3,0,77774.13,2,0,0,0,0
31,4,8,5208.36,3,0,1,0,0
57,4,0,8085.85,2,1,1,0,0
78,3,3,66146.86,3,0,1,0,1
57,3,0,47757.95,2,1,1,0,1
28,2,1,21861.69,3,0,2,0,1
25,4,1,41446.86,4,0,1,0,0
23,4,1,22032.37,4,0,0,0,0
78,4,1,52729.59,6,0,0,0,0
39,3,1,31026.92,6,0,1,0,0
80,4,1,11252.3,5,0,0,0,0
31,2,1,97479.21,5,0,0,0,0
42,4,4,13288.17,4,1,2,0,0
70,4,0,37518.71,3,0,1,1,1
20,1,0,10245.51,3,0,1,0,1
41,4,5,10530.09,3,0,1,0,1
53,4,3,22898.91,4,1,1,0,1
75,3,0,30814.46,3,0,1,0,1
60,3,1,53777.29,3,0,0,1,0
27,3,2,44064.71,3,1,1,0,0
82,4,0,87315.7,4,1,1,0,1
56,4,8,30195.71,4,0,1,1,1
53,2,1,16937.26,4,0,1,0,1
81,4,2,30434.99,4,0,2,0,0
74,5,3,87428.18,4,0,1,0,1
52,3,1,19821.7,4,1,1,0,1
67,4,2,45546.55,4,1,0,0,0
75,5,7,57343.6,3,1,0,0,0
49,4,3,15777.93,3,1,1,0,1
67,3,3,50109.93,4,0,1,0,1
54,4,9,63005.71,4,1,0,1,1
43,2,0,39585.8,1,2,0,0,0
32,4,0,81833.68,3,0,0,1,0
62,3,3,23288.22,2,1,1,0,1
70,4,7,27430.39,4,1,2,0,0
25,4,3,54669.67,3,0,1,1,1
33,2,3,53862.8,3,0,2,0,0
41,3,1,55264.57,4,0,0,1,0
51,3,5,27937.54,4,1,1,0,0
82,3,0,14629.71,3,2,2,0,0
56,5,3,60109.62,3,0,1,0,1
71,2,1,122741.65,4,0,1,0,1
34,2,8,18136.36,3,0,1,0,0
20,4,0,99100.1,4,0,2,0,1
23,3,0,28987.95,2,1,2,0,0
89,3,0,48455.85,4,1,0,0,0
72,4,0,4916.91,3,2,1,0,1
35,4,3,56014.49,4,0,1,0,1
89,4,6,90596.15,1,1,2,0,0
66,2,3,82251.92,3,0,1,1,1
57,4,7,41210.5,4,1,1,1,1
76,4,1,24969.71,1,0,1,0,0
81,2,0,8669.16,2,0,1,0,1
40,5,0,3551.89,4,1,1,0,1
85,4,3,18788.66,5,0,0,0,0
34,3,0,68738.07,4,0,2,0,1
30,3,3,21671.58,6,0,1,1,0
38,2,0,33714.3,3,0,2,0,0
78,3,1,25597.36,4,0,0,1,0
85,3,2,40133.04,2,1,2,1,1
63,4,0,3998.85,3,0,0,0,0
88,3,1,30133.27,5,0,1,1,0
49,4,1,4812.74,4,0,0,0,0
31,5,2,12061.92,5,0,2,0,0
33,2,3,6132.5,4,0,0,0,0
28,3,4,78238.99,4,0,1,0,1
84,4,1,15048.63,4,0,1,0,1
35,4,2,101771.45,4,1,2,0,0
43,2,2,12998.92,2,0,2,0,0
73,4,2,58997.61,3,1,1,0,0
77,2,2,19383.74,3,3,1,1,0
37,3,1,57062.8,3,0,0,1,0
24,4,0,7945.24,5,1,0,1,0
56,4,1,26131.54,3,0,1,0,0
75,5,6,45869.12,5,1,1,0,1
70,4,0,3223.21,4,0,1,0,0
54,4,0,21647.96,6,0,2,0,1
42,4,1,12411.88,2,1,0,0,0
69,6,9,35524.46,5,1,0,0,0
50,4,3,48154.12,4,0,1,0,1
47,4,3,85147.06,3,0,2,0,0
59,3,2,49691.34,5,0,0,0,0
57,2,9,32810.46,3,1,1,0,0
29,3,0,49106.35,3,0,1,0,0
32,2,3,23379.71,3,0,2,0,0
81,4,0,40661.06,4,0,0,0,0
22,3,3,11306.37,2,0,1,0,1
37,4,2,12851.22,5,0,0,1,0
83,3,4,23687.02,3,0,1,0,0
44,3,4,95197.4,4,0,2,0,0
85,4,0,29348.16,2,2,1,0,1
58,5,4,5028.44,2,0,2,0,0
80,5,0,85717.14,4,0,1,1,1
28,5,3,34407.99,4,0,0,1,1
31,2,3,5874.73,2,0,2,0,1
87,2,7,68836.53,4,0,2,0,0
36,3,3,35105.32,3,2,0,1,0
23,4,0,15002.6,3,0,0,1,0
70,5,2,51988.65,5,0,1,0,0
24,3,0,18692.53,3,0,1,0,1
49,3,3,20896.4,3,0,1,0,1
60,3,0,41058.3,4,0,0,0,0
85,3,0,22274.11,2,1,2,0,1
32,5,4,20436.28,4,0,0,0,1
46,4,0,28733.56,3,1,1,0,0
47,4,7,20095.5,3,0,1,0,0
34,5,1,109373.69,4,0,2,0,0
47,3,4,45642.1,2,0,0,1,0
21,3,2,13802.12,3,1,2,0,0
48,2,2,67035.46,2,4,2,0,0
23,3,7,9237.79,4,1,1,0,1
41,3,0,98906.55,2,0,2,0,0
37,2,3,40529.84,3,0,1,0,1
58,4,3,49350.86,3,0,1,0,1
34,4,0,53196.73,4,0,1,0,0
77,4,2,11113.69,2,1,1,0,0
49,3,4,31644.7,4,0,1,0,0
32,3,0,26312.33,4,0,1,0,0
64,4,1,78370.93,5,0,1,0,1
70,4,2,6088.74,3,0,1,0,1
56,2,1,6479.72,3,0,1,0,0
45,4,3,40710.63,4,0,1,0,1
88,4,3,73646.38,3,0,2,0,0
22,3,3,32974.25,3,0,1,0,0
78,4,1,3955.88,3,1,1,1,1
69,3,1,53513.98,3,0,1,0,1
51,3,0,42002.93,5,0,1,0,1
26,3,10,99800.11,3,0,2,0,0
22,4,0,18159.87,4,0,0,0,0
66,3,4,82924.09,1,0,1,0,1
35,3,4,11824.7,2,1,0,0,0
39,4,1,73624.07,3,0,2,0,0
37,4,1,51606.19,4,1,1,1,1
72,4,1,36352.23,4,1,2,0,0
64,3,2,33589.11,3,0,0,1,0
48,2,3,25866.44,2,1,2,0,0
51,2,8,6215.4,3,0,0,0,0
49,4,1,71631.82,5,2,1,1,1
86,5,8,81116.14,3,0,1,0,0
37,4,1,30090.22,4,0,1,1,1
55,4,0,3811.96,3,0,0,0,0
54,4,0,38513.67,5,0,1,0,1
63,3,0,35130.18,5,0,0,0,0
65,5,2,37445.32,4,0,1,0,1
41,4,2,67940.02,4,0,1,0,0
79,4,0,20078.44,5,1,0,1,1
26,3,1,27692.11,3,0,1,0,1
63,3,3,18895.42,3,0,1,0,1
73,3,0,22536.48,4,0,1,0,0
55,3,2,35730.59,4,0,1,1,1
43,3,2,79669.11,3,1,2,0,0
48,4,1,36901.24,3,0,1,0,1
72,4,2,27660.28,3,0,2,0,0
18,4,2,39092.7,6,1,1,0,0
33,6,4,43436.42,4,0,2,0,1
33,4,1,56327.41,1,0,2,0,0
76,2,0,16762.99,3,0,1,1,1
55,3,0,46854.5,4,0,2,0,0
48,2,3,34372.27,2,1,1,0,1
87,4,0,24378.22,4,0,2,0,1
74,2,1,31198.52,2,1,0,0,0
55,4,1,38162.85,3,2,1,0,1
65,3,3,36333.77,4,0,1,0,1
44,4,2,13288.6,3,1,0,0,0
19,4,3,25446.01,3,1,2,0,0
87,5,4,26129.83,3,0,0,1,0
85,2,0,76184.47,2,0,1,0,1
27,4,3,81803.03,3,0,1,0,1
55,6,1,54981.51,4,1,1,0,1
47,4,0,112031.33,5,0,0,1,0
73,4,1,69444.54,3,0,1,0,0
68,3,1,57844.94,2,0,1,0,1
50,6,3,36772.35,5,0,1,0,1
23,4,3,22853.63,4,0,1,0,1
36,3,1,39702.07,4,1,1,0,0
53,3,3,27546.33,5,0,1,1,0
62,5,2,27329.96,5,2,1,0,0
89,3,3,56631.76,4,0,2,0,0
74,2,3,135171.31,4,0,0,0,0
28,3,10,7619.18,3,0,1,0,1
19,3,3,65377.87,4,0,1,0,0
63,4,0,23514.45,4,0,1,1,1
26,6,0,121993.18,5,0,1,0,0
45,4,1,35556.27,1,0,1,1,1
29,2,1,42326.58,3,0,1,0,0
87,3,0,4523.8,2,0,0,0,0
27,5,0,7128.27,4,0,1,1,0
50,1,10,126457.41,2,3,1,0,0
41,2,4,29093.29,2,1,2,0,0
70,4,0,65477.76,5,1,2,1,0
74,3,1,18185.88,3,0,1,0,0
72,6,0,34217.69,6,0,0,0,0
71,5,0,56034.16,3,0,0,0,0
55,3,4,16526.81,6,0,1,0,1
89,4,10,80803.77,4,0,1,0,0
38,4,3,40392.47,4,0,1,0,1
21,5,0,43889.69,3,0,1,0,0
71,2,3,30101.28,3,2,2,0,0
49,3,2,26569.81,5,1,0,1,0
74,4,6,67521.69,3,0,1,0,0
34,2,3,62441.01,2,2,1,0,1
42,3,0,19165.73,4,1,2,0,0
26,3,3,33846.23,5,0,1,0,1
48,2,0,24892.78,5,1,1,0,0
42,3,0,77107.03,4,0,2,0,0
88,1,0,35108.41,5,1,1,0,1
41,2,2,32296.27,3,0,0,1,0
